inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,35,1,3,5,0.4666666666666666,2.7703938722610473,0
70,35,1,3,5,0.6848484848484848,2.815807580947876,0
70,25,1,2,5,-0.32121212121212117,2.741029453277588,0
60,15,1,3,5,0.6363636363636362,2.7987621307373045,0
90,25,1,2,5,0.17575757575757575,2.742094850540161,0
80,15,2,1,5,0.29696969696969694,2.7825020790100097,1
80,35,2,1,10,0.6363636363636362,2.845743250846863,1
80,35,1,1,5,0.5515151515151515,2.8142726898193358,1
60,35,1,1,5,0.4666666666666666,2.8132731199264525,1
80,35,2,1,5,-0.006060606060606061,2.7499884605407714,1
