time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,20,20000,10,0.5,0.6848484848484848,41.23835632801056,0
50,30,10000,10,0.7,0.9030303030303028,59.94617142677307,0
30,20,35000,10,0.5,0.8060606060606059,45.52826635837555,0
30,25,20000,6,0.5,0.406060606060606,40.44259333610535,0
40,25,20000,10,0.5,0.8424242424242423,51.955151319503784,0
30,20,20000,10,0.9,-0.12727272727272726,41.96722948551178,1
40,30,50000,10,0.5,0.709090909090909,68.67108554840088,1
30,35,20000,6,0.5,0.38181818181818183,43.01548416614533,1
30,20,45000,10,0.5,0.5757575757575757,49.00436410903931,1
40,30,35000,6,0.5,0.6,57.323769211769104,1
